seed,horizon,IUS_paper_full,IUS_paper_noTemp,IUS_paper_noAction,IUS_paper_hardDEFS,IUS_deploy_full,IUS_deploy_noTemp,IUS_deploy_noAction,IUS_deploy_hardDEFS,AR_full,AR_available_full,AR_available_noTemp,F1_full,F1_noTemp,TVS_full,TVS_noTemp,alpha_full,alpha_noTemp,n_full,n_noTemp
42,0,5.5828279132147625,21.528799748071016,5.6013665527824035,51.69142941757774,5.5828279132147625,3.6489491098425453,5.6013665527824035,51.69142941757774,0.1,0.1,0.1,55.82827913214762,36.489491098425454,1.0,0.2,0.25,0.75,10,10
123,0,5.7407914693183875,21.528799748071016,5.745576858427082,51.86086717320133,5.7407914693183875,3.6489491098425453,5.745576858427082,51.86086717320133,0.1,0.1,0.1,57.40791469318387,36.489491098425454,1.0,0.2,0.75,0.75,10,10
456,0,5.579478491886294,24.083064124960796,5.574879989979273,51.33318262271578,5.579478491886294,3.6489491098425453,5.574879989979273,51.33318262271578,0.1,0.1,0.1,55.79478491886294,36.489491098425454,1.0,0.1,0.75,0.75,10,10
789,0,5.608444719604289,24.083064124960796,5.605229243725905,50.23393271152923,5.608444719604289,3.6489491098425453,5.605229243725905,50.23393271152923,0.1,0.1,0.1,56.08444719604289,36.489491098425454,1.0,0.1,0.25,0.75,10,10
1011,0,5.506936382569874,21.528799748071016,5.506936382569874,50.932661412568144,5.506936382569874,3.6489491098425453,5.506936382569874,50.932661412568144,0.1,0.1,0.1,55.06936382569874,36.489491098425454,1.0,0.2,1.0,0.75,10,10
2024,0,5.584536273683647,24.083064124960796,5.5862120914687745,51.08822620767401,5.584536273683647,3.6489491098425453,5.5862120914687745,51.08822620767401,0.1,0.1,0.1,55.84536273683647,36.489491098425454,1.0,0.1,0.25,0.75,10,10
3033,0,5.5486763700233865,21.528799748071016,5.5486763700233865,51.46423552287306,5.5486763700233865,3.6489491098425453,5.5486763700233865,51.46423552287306,0.1,0.1,0.1,55.486763700233865,36.489491098425454,1.0,0.2,1.0,0.75,10,10
4044,0,5.562606114911574,24.083064124960796,5.562606114911574,51.39088089861104,5.562606114911574,3.6489491098425453,5.562606114911574,51.39088089861104,0.1,0.1,0.1,55.626061149115735,36.489491098425454,1.0,0.1,1.0,0.75,10,10
