seed,horizon,IUS_paper_full,IUS_paper_noTemp,IUS_paper_noAction,IUS_paper_hardDEFS,IUS_deploy_full,IUS_deploy_noTemp,IUS_deploy_noAction,IUS_deploy_hardDEFS,AR_full,AR_available_full,AR_available_noTemp,F1_full,F1_noTemp,TVS_full,TVS_noTemp,alpha_full,alpha_noTemp,n_full,n_noTemp
42,2,61.53350364357705,61.58996765214669,36.45606141580814,58.87530542552124,61.53350364357705,61.58996765214669,36.45606141580814,58.87530542552124,0.73,0.73,0.73,84.29247074462609,84.36981870157082,1.0,1.0,0.25,0.25,10,10
123,2,61.37593210547456,61.11359739307321,36.30853783093899,58.75586545653739,61.37593210547456,61.11359739307321,36.30853783093899,58.75586545653739,0.73,0.73,0.73,84.0766193225679,83.71725670284003,1.0,1.0,0.25,0.25,10,10
456,2,60.898945840501696,61.23126352808866,36.22529789912145,58.99332842599014,60.898945840501696,61.23126352808866,36.22529789912145,58.99332842599014,0.73,0.73,0.73,83.42321348013931,83.87844318916255,1.0,1.0,0.25,0.25,10,10
789,2,60.819677307706534,60.8164313509296,36.17944897612199,58.4981202521027,60.819677307706534,60.8164313509296,36.17944897612199,58.4981202521027,0.73,0.73,0.73,83.31462644891306,83.31017993278029,1.0,1.0,0.25,0.5,10,10
1011,2,60.7740075356207,60.552320649174604,36.15459272305559,58.45057668966849,60.7740075356207,60.552320649174604,36.15459272305559,58.45057668966849,0.73,0.73,0.73,83.25206511728864,82.94838445092412,1.0,1.0,0.25,0.25,10,10
2024,2,61.42703199912357,61.30289477146885,36.404009338921846,58.65337918036728,61.42703199912357,61.30289477146885,36.404009338921846,58.65337918036728,0.73,0.73,0.73,84.14661917688161,83.97656818009432,1.0,1.0,0.25,0.5,10,10
3033,2,61.07170183238827,61.253056816676455,36.32183904540908,58.7460507601389,61.07170183238827,61.253056816676455,36.32183904540908,58.7460507601389,0.73,0.73,0.73,83.65986552381955,83.90829700914583,1.0,1.0,0.25,0.25,10,10
4044,2,60.555759980158065,60.56608457396687,36.101944568852865,58.303460824968845,60.555759980158065,60.56608457396687,36.101944568852865,58.303460824968845,0.73,0.73,0.73,82.95309586323022,82.96723914242037,1.0,1.0,0.25,0.25,10,10
