accuracy,f1_paper,f1_deploy,precision20_deploy,recall20_deploy,AR,AR_available,TVS,IUS_paper,IUS_deploy,n_features,selected,method,horizon
88.60759493670885,88.82527160111081,88.82527160111081,73.33333333333333,42.30769230769231,0.6714285714285715,0.6714285714285715,1.0,59.6398252178887,59.6398252178887,7,famsup|paid|internet|romantic|famrel|G2|reason_home,NSGA-II-MOFS,2
89.87341772151899,90.09340899170668,90.09340899170668,100.0,57.692307692307686,0.13999999999999999,0.13999999999999999,1.0,12.613077258838935,12.613077258838935,5,G2|G1|Fjob_other|failures|famrel,StabilitySelection,2
87.34177215189874,87.54565117186115,87.54565117186115,93.33333333333333,53.84615384615385,0.175,0.175,1.0,15.320488955075701,15.320488955075701,4,failures|absences|G1|G2,Boruta,2
