seed,horizon,alpha_full,alpha_notemp,f1_full_paper,f1_notemp_paper,f1_full_deploy,f1_notemp_deploy,precision20_full_deploy,recall20_full_deploy,precision20_notemp_deploy,recall20_notemp_deploy,AR_full,AR_notemp,AR_available_full,AR_available_notemp,IUS_paper_full,IUS_paper_notemp,IUS_deploy_old_full,IUS_deploy_old_notemp,IUS_deploy_full,IUS_deploy_notemp,tau_full,tau_notemp,full_has_T3,notemp_has_T3,n_full,n_notemp,selected_full,selected_notemp
42,0,1.0,0.0,55.48281349264015,60.78287882386765,55.48281349264015,36.39325809793963,64.15963161933999,24.28820453224869,51.49654643131235,19.4944799535154,0.2,0.76,0.2,0.2,11.09656269852803,46.19498790613941,11.09656269852803,27.658876154434118,11.09656269852803,7.278651619587927,0.0,0.736842105263158,False,False,5,5,highest_education_Lower Than A Level|studied_credits|date_registration|highest_education_A Level or Equivalent|num_of_prev_attempts,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks
123,0,0.25,0.0,56.636673075642086,60.21557848566028,56.636673075642086,36.54642577247681,66.00153491941673,24.985473561882625,53.03146584804298,20.075537478210343,0.2,0.76,0.2,0.2,11.327334615128418,45.76383964910181,11.327334615128418,27.775283587082377,11.327334615128418,7.309285154495362,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|imd_band_0-10%|num_of_prev_attempts,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks
456,0,0.25,0.5,56.917568176494896,59.93460042690959,56.917568176494896,37.47254484543688,64.54336147352264,24.43346891342243,53.95241749808135,20.42417199302731,0.2,0.76,0.2,0.2,11.383513635298979,45.55029632445129,11.383513635298979,28.479134082532028,11.383513635298979,7.494508969087375,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|imd_band_0-10%|code_module_CCC,days_active_to_date|date_registration|n_distinct_activities|sum_click_to_date|homepage_clicks
789,0,0.25,0.0,55.99291136193624,60.70278650388787,55.99291136193624,35.546936650084604,65.54105909439755,24.811156304474142,51.80353031465849,19.610691458454387,0.2,0.76,0.2,0.2,11.198582272387247,46.134117742954786,11.198582272387247,27.015671854064298,11.198582272387247,7.109387330016921,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|num_of_prev_attempts|code_module_GGG,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks
1011,0,0.25,0.5,55.25387329344992,60.594132462244055,55.25387329344992,46.33897752804139,64.15963161933999,24.28820453224869,54.41289332310054,20.59848925043579,0.2,0.76,0.2,0.2,11.050774658689983,46.05154067130548,11.050774658689983,35.21762292131146,11.050774658689983,9.267795505608278,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|highest_education_HE Qualification|num_of_prev_attempts,days_active_to_date|date_registration|sum_click_to_date|n_distinct_activities|homepage_clicks
2024,0,0.25,0.0,56.09732258646658,60.848710210312795,56.09732258646658,48.54872280024048,66.61550268610897,25.217896571760605,52.3407521105142,19.814061592097616,0.2,0.76,0.2,0.2,11.219464517293316,46.245019759837724,11.219464517293316,36.89702932818277,11.219464517293316,9.709744560048097,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|code_module_AAA|num_of_prev_attempts,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks
3033,0,1.0,0.0,55.25974450081541,60.03939366803295,55.25974450081541,48.942154541523536,62.4712202609363,23.649041255084253,51.26630851880276,19.407321324811157,0.2,0.76,0.2,0.2,11.051948900163083,45.62993918770504,11.051948900163083,37.19603745155789,11.051948900163083,9.788430908304708,0.0,0.736842105263158,False,False,5,5,highest_education_Lower Than A Level|studied_credits|imd_band_0-10%|date_registration|highest_education_A Level or Equivalent,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks
4044,0,0.75,0.25,55.95448412364617,61.08061903042126,55.95448412364617,48.188706840721004,64.62010744435918,24.462521789657178,53.10821181887951,20.10459035444509,0.2,0.76,0.2,0.2,11.190896824729233,46.42127046312016,11.190896824729233,36.62341719894796,11.190896824729233,9.637741368144201,0.0,0.736842105263158,False,False,5,5,date_registration|highest_education_Lower Than A Level|studied_credits|code_module_CCC|num_of_prev_attempts,date_registration|days_active_to_date|n_distinct_activities|sum_click_to_date|oucontent_clicks
