accuracy,f1_paper,f1_deploy,precision20_deploy,recall20_deploy,AR,AR_available,TVS,IUS_paper,IUS_deploy,n_features,selected,method,horizon
93.07692307692308,93.14554473258116,93.14554473258116,61.53846153846154,80.0,0.7125,0.7125,1.0,66.36620062196408,66.36620062196408,8,studytime|famsup|paid|higher|romantic|health|G2|reason_home,NSGA-II-MOFS,2
86.92307692307692,87.49751540449215,87.49751540449215,57.692307692307686,75.0,0.2,0.2,1.0,17.49950308089843,17.49950308089843,5,G1|G2|failures|school|higher,StabilitySelection,2
86.92307692307692,86.78500986193295,86.78500986193295,57.692307692307686,75.0,0.16666666666666666,0.16666666666666666,1.0,14.464168310322156,14.464168310322156,6,school|Medu|failures|higher|G1|G2,Boruta,2
