seed,horizon,alpha_full,alpha_notemp,f1_full_paper,f1_notemp_paper,f1_full_deploy,f1_notemp_deploy,precision20_full_deploy,recall20_full_deploy,precision20_notemp_deploy,recall20_notemp_deploy,AR_full,AR_notemp,AR_available_full,AR_available_notemp,IUS_paper_full,IUS_paper_notemp,IUS_deploy_old_full,IUS_deploy_old_notemp,IUS_deploy_full,IUS_deploy_notemp,tau_full,tau_notemp,full_has_T3,notemp_has_T3,n_full,n_notemp,selected_full,selected_notemp
42,0,0.0,0.0,51.69142941757774,51.69142941757774,51.69142941757774,51.69142941757774,57.09900230237912,21.615339918651948,57.09900230237912,21.615339918651948,1.0,1.0,1.0,1.0,51.69142941757774,51.69142941757774,51.69142941757774,51.69142941757774,51.69142941757774,51.69142941757774,0.0,0.0,False,False,1,1,date_registration,date_registration
123,0,0.0,0.0,51.86086717320133,51.86086717320133,51.86086717320133,51.86086717320133,58.40368380660015,22.109238814642648,58.40368380660015,22.109238814642648,1.0,1.0,1.0,1.0,51.86086717320133,51.86086717320133,51.86086717320133,51.86086717320133,51.86086717320133,51.86086717320133,0.0,0.0,False,False,1,1,date_registration,date_registration
456,0,0.0,0.0,51.33318262271578,51.33318262271578,51.33318262271578,51.33318262271578,54.87336914811972,20.772806507844276,54.87336914811972,20.772806507844276,1.0,1.0,1.0,1.0,51.33318262271578,51.33318262271578,51.33318262271578,51.33318262271578,51.33318262271578,51.33318262271578,0.0,0.0,False,False,1,1,date_registration,date_registration
789,0,0.0,0.0,50.23393271152923,50.23393271152923,50.23393271152923,50.23393271152923,56.40828856485035,21.35386403253922,56.40828856485035,21.35386403253922,1.0,1.0,1.0,1.0,50.23393271152923,50.23393271152923,50.23393271152923,50.23393271152923,50.23393271152923,50.23393271152923,0.0,0.0,False,False,1,1,date_registration,date_registration
1011,0,0.0,0.0,50.932661412568144,50.932661412568144,50.932661412568144,50.932661412568144,56.63852647735994,21.441022661243466,56.63852647735994,21.441022661243466,1.0,1.0,1.0,1.0,50.932661412568144,50.932661412568144,50.932661412568144,50.932661412568144,50.932661412568144,50.932661412568144,0.0,0.0,False,False,1,1,date_registration,date_registration
2024,0,0.0,0.0,51.08822620767401,51.08822620767401,51.08822620767401,51.08822620767401,56.561780506523405,21.411969785008715,56.561780506523405,21.411969785008715,1.0,1.0,1.0,1.0,51.08822620767401,51.08822620767401,51.08822620767401,51.08822620767401,51.08822620767401,51.08822620767401,0.0,0.0,False,False,1,1,date_registration,date_registration
3033,0,0.0,0.0,51.46423552287306,51.46423552287306,51.46423552287306,51.46423552287306,55.79432079815809,21.121441022661244,55.79432079815809,21.121441022661244,1.0,1.0,1.0,1.0,51.46423552287306,51.46423552287306,51.46423552287306,51.46423552287306,51.46423552287306,51.46423552287306,0.0,0.0,False,False,1,1,date_registration,date_registration
4044,0,0.0,0.0,51.39088089861104,51.39088089861104,51.39088089861104,51.39088089861104,55.103607060629315,20.85996513654852,55.103607060629315,20.85996513654852,1.0,1.0,1.0,1.0,51.39088089861104,51.39088089861104,51.39088089861104,51.39088089861104,51.39088089861104,51.39088089861104,0.0,0.0,False,False,1,1,date_registration,date_registration
