alpha,nested_best,accuracy,f1_paper,f1_deploy,AR,AR_available,TVS,IUS_paper,IUS_deploy,IUS_geo,n_features,stability,prec@20%,recall@20%,cv_mean,cv_std,selected
0.0,False,85.18,85.18,85.18,0.72,0.72,1.0,61.333,61.333,84.963,15,1.0,0.999,0.378,84.06,0.87,date_registration|sum_click_to_date|days_active_to_date|n_distinct_activities|forum_clicks|resource_clicks|oucontent_clicks|subpage_clicks|quiz_clicks|homepage_clicks|click_intensity_last_7d|click_trend_slope|assessment_submitted_count|assessment_on_time_rate|avg_first_submit_gap_days
0.25,True,84.98,84.99,84.99,0.72,0.72,1.0,61.19,61.19,84.897,15,1.0,1.0,0.379,84.21,0.82,date_registration|assessment_submitted_count|days_active_to_date|click_intensity_last_7d|assessment_on_time_rate|sum_click_to_date|n_distinct_activities|homepage_clicks|avg_first_submit_gap_days|oucontent_clicks|forum_clicks|subpage_clicks|quiz_clicks|resource_clicks|click_trend_slope
0.5,False,86.01,86.02,86.02,0.673,0.673,1.0,57.918,57.918,83.356,15,0.988,1.0,0.379,85.53,0.74,assessment_submitted_count|days_active_to_date|click_intensity_last_7d|assessment_on_time_rate|sum_click_to_date|n_distinct_activities|homepage_clicks|date_registration|avg_first_submit_gap_days|score_TMA2|oucontent_clicks|forum_clicks|subpage_clicks|quiz_clicks|resource_clicks
0.75,False,87.27,87.27,87.27,0.56,0.56,1.0,48.874,48.874,78.77,15,1.0,1.0,0.379,86.68,0.6,score_TMA2|assessment_submitted_count|days_active_to_date|click_intensity_last_7d|assessment_on_time_rate|sum_click_to_date|n_distinct_activities|homepage_clicks|weighted_assessment_score_to_date|score_TMA1|avg_first_submit_gap_days|oucontent_clicks|forum_clicks|subpage_clicks|quiz_clicks
1.0,False,87.33,87.34,87.34,0.467,0.467,1.0,40.757,40.757,74.142,15,0.939,0.999,0.378,86.69,0.62,score_TMA2|assessment_submitted_count|weighted_assessment_score_to_date|days_active_to_date|click_intensity_last_7d|score_TMA1|assessment_on_time_rate|sum_click_to_date|score_CMA2|n_distinct_activities|homepage_clicks|score_CMA1|avg_first_submit_gap_days|oucontent_clicks|forum_clicks
