seed,horizon,IUS_paper_full,IUS_paper_noTemp,IUS_paper_noAction,IUS_paper_hardDEFS,IUS_deploy_full,IUS_deploy_noTemp,IUS_deploy_noAction,IUS_deploy_hardDEFS,AR_full,AR_available_full,AR_available_noTemp,F1_full,F1_noTemp,TVS_full,TVS_noTemp,alpha_full,alpha_noTemp,n_full,n_noTemp
42,2,61.33301295726349,61.33301295726349,40.7565990280468,61.07758636017129,61.33301295726349,61.33301295726349,40.7565990280468,61.07758636017129,0.7199999999999999,0.7199999999999999,0.7199999999999999,85.18474021842152,85.18474021842152,1.0,1.0,0.0,0.0,15,15
123,2,61.02281120997347,61.13289483778902,40.664283447039864,60.98976844195821,61.02281120997347,61.13289483778902,40.664283447039864,60.98976844195821,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.7539044582965,84.9067983858181,1.0,1.0,0.25,0.25,15,15
456,2,60.76146433305315,61.202003561313845,40.357578359513965,61.00340878636265,60.76146433305315,61.202003561313845,40.357578359513965,61.00340878636265,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.39092268479605,85.00278272404702,1.0,1.0,0.0,0.25,15,15
789,2,60.33830231955834,60.29467303949004,40.30672307965143,60.3501500723498,60.33830231955834,60.29467303949004,40.30672307965143,60.3501500723498,0.7199999999999999,0.7199999999999999,0.7199999999999999,83.80319766605326,83.74260144373619,1.0,1.0,0.0,0.25,15,15
1011,2,60.575254072406715,60.36607326586054,40.429296512823385,60.35526318006561,60.575254072406715,60.36607326586054,40.429296512823385,60.35526318006561,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.13229732278712,83.84176842480632,1.0,1.0,0.0,0.25,15,15
2024,2,60.65594851407102,60.68898216676711,40.59106738898971,60.753757518399766,60.65594851407102,60.68898216676711,40.59106738898971,60.753757518399766,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.24437293620977,84.29025300939878,1.0,1.0,0.25,0.0,15,15
3033,2,60.97617597893906,60.9550743331154,40.48639225275064,61.07628012601942,60.97617597893906,60.9550743331154,40.48639225275064,61.07628012601942,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.68913330408205,84.6598254626603,1.0,1.0,0.25,0.25,15,15
4044,2,60.522974253958914,60.347087954461465,40.24245481792631,60.58793391470395,60.522974253958914,60.347087954461465,40.24245481792631,60.58793391470395,0.7199999999999999,0.7199999999999999,0.7199999999999999,84.05968646383184,83.81539993675206,1.0,1.0,0.25,0.25,15,15
