accuracy,f1_paper,f1_deploy,precision20_deploy,recall20_deploy,AR,AR_available,TVS,IUS_paper,IUS_deploy,n_features,selected,method,horizon
56.389016720355876,56.39122716673067,56.39122716673067,64.62010744435918,24.462521789657178,0.125,0.125,1.0,7.048903395841334,7.048903395841334,8,num_of_prev_attempts|date_registration|region_South West Region|highest_education_Lower Than A Level|imd_band_0-10%|code_module_AAA|code_module_FFF|code_module_GGG,NSGA-II-MOFS,0
55.514649486117506,55.542435047429436,55.542435047429436,65.00383729854182,24.607786170830913,0.06666666666666667,0.06666666666666667,1.0,3.702829003161963,3.702829003161963,15,imd_band_10-20|imd_band_?|studied_credits|date_registration|region_London Region|region_North Western Region|highest_education_HE Qualification|highest_education_Lower Than A Level|highest_education_No Formal quals|imd_band_0-10%|code_presentation_2014B|imd_band_20-30%|imd_band_60-70%|imd_band_80-90%|imd_band_90-100%,StabilitySelection,0
56.189599631845375,56.2055629423015,56.2055629423015,65.6945510360706,24.869262056943636,0.09090909090909091,0.09090909090909091,1.0,5.109596631118318,5.109596631118318,11,num_of_prev_attempts|studied_credits|date_registration|highest_education_A Level or Equivalent|highest_education_HE Qualification|highest_education_Lower Than A Level|imd_band_0-10%|imd_band_?|code_module_AAA|code_module_CCC|code_module_GGG,Boruta,0
